MARPP Real personal income and regional price parities by MSA 1
MARPP Real personal income and regional price parities by MSA 1
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2023
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",3,RPPs: All items,90.802
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",4,"  RPPs: Goods",92.036
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",77.183
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",76.250
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.340
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",8,Implicit regional price deflator,109.408
12980,"Battle Creek, MI (Metropolitan Statistical Area)",,Real personal income,
12980,"Battle Creek, MI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",6027.4
12980,"Battle Creek, MI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",45194
12980,"Battle Creek, MI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
12980,"Battle Creek, MI (Metropolitan Statistical Area)",3,RPPs: All items,88.228
12980,"Battle Creek, MI (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.313
12980,"Battle Creek, MI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",56.887
12980,"Battle Creek, MI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",96.687
12980,"Battle Creek, MI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.880
12980,"Battle Creek, MI (Metropolitan Statistical Area)",8,Implicit regional price deflator,106.307
13020,"Bay City, MI (Metropolitan Statistical Area)",,Real personal income,
13020,"Bay City, MI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",4948.8
13020,"Bay City, MI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",48281
13020,"Bay City, MI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
13020,"Bay City, MI (Metropolitan Statistical Area)",3,RPPs: All items,90.565
13020,"Bay City, MI (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.313
13020,"Bay City, MI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",65.549
13020,"Bay City, MI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",96.244
13020,"Bay City, MI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.880
13020,"Bay City, MI (Metropolitan Statistical Area)",8,Implicit regional price deflator,109.123
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",,Real personal income,
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",18755.4
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",47424
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",3,RPPs: All items,90.238
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",4,"  RPPs: Goods",91.935
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",76.059
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",89.413
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.265
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.728
13220,"Beckley, WV (Metropolitan Statistical Area)",,Real personal income,
13220,"Beckley, WV (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5187.0
13220,"Beckley, WV (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",46550
13220,"Beckley, WV (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
13220,"Beckley, WV (Metropolitan Statistical Area)",3,RPPs: All items,89.644
13220,"Beckley, WV (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.431
13220,"Beckley, WV (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",58.732
13220,"Beckley, WV (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",87.968
13220,"Beckley, WV (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",99.402
13220,"Beckley, WV (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.013
13380,"Bellingham, WA (Metropolitan Statistical Area)",,Real personal income,
13380,"Bellingham, WA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",11500.1
13380,"Bellingham, WA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",49587
13380,"Bellingham, WA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
13380,"Bellingham, WA (Metropolitan Statistical Area)",3,RPPs: All items,104.139
13380,"Bellingham, WA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.775
13380,"Bellingham, WA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",109.632
13380,"Bellingham, WA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",87.022
13380,"Bellingham, WA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",102.889
13380,"Bellingham, WA (Metropolitan Statistical Area)",8,Implicit regional price deflator,125.479
13460,"Bend, OR (Metropolitan Statistical Area)",,Real personal income,
13460,"Bend, OR (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",13278.6
13460,"Bend, OR (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",63682
13460,"Bend, OR (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
13460,"Bend, OR (Metropolitan Statistical Area)",3,RPPs: All items,105.810
13460,"Bend, OR (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.556
13460,"Bend, OR (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",114.951
13460,"Bend, OR (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",91.093
13460,"Bend, OR (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.199
13460,"Bend, OR (Metropolitan Statistical Area)",8,Implicit regional price deflator,127.492
13740,"Billings, MT (Metropolitan Statistical Area)",,Real personal income,
13740,"Billings, MT (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",12240.2
13740,"Billings, MT (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",63939
13740,"Billings, MT (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
13740,"Billings, MT (Metropolitan Statistical Area)",3,RPPs: All items,89.613
13740,"Billings, MT (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.290
13740,"Billings, MT (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",72.981
13740,"Billings, MT (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",72.390
13740,"Billings, MT (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.451
13740,"Billings, MT (Metropolitan Statistical Area)",8,Implicit regional price deflator,107.975
13780,"Binghamton, NY (Metropolitan Statistical Area)",,Real personal income,
13780,"Binghamton, NY (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",11651.5
13780,"Binghamton, NY (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",47793
13780,"Binghamton, NY (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
13780,"Binghamton, NY (Metropolitan Statistical Area)",3,RPPs: All items,91.630
13780,"Binghamton, NY (Metropolitan Statistical Area)",4,"  RPPs: Goods",98.137
13780,"Binghamton, NY (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",66.071
13780,"Binghamton, NY (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",131.530
13780,"Binghamton, NY (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.604
13780,"Binghamton, NY (Metropolitan Statistical Area)",8,Implicit regional price deflator,110.406
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",,Real personal income,
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",66887.0
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",59744
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",3,RPPs: All items,92.569
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.052
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",72.092
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.676
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.684
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",8,Implicit regional price deflator,111.537
13900,"Bismarck, ND (Metropolitan Statistical Area)",,Real personal income,
13900,"Bismarck, ND (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",9074.7
13900,"Bismarck, ND (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",66831
13900,"Bismarck, ND (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
13900,"Bismarck, ND (Metropolitan Statistical Area)",3,RPPs: All items,89.648
13900,"Bismarck, ND (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.919
13900,"Bismarck, ND (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",75.826
13900,"Bismarck, ND (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",74.536
13900,"Bismarck, ND (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",90.401
13900,"Bismarck, ND (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.018
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)",,Real personal income,
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",7677.7
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",46321
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)",3,RPPs: All items,90.657
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)",4,"  RPPs: Goods",96.729
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",67.418
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.330
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.379
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)",8,Implicit regional price deflator,109.234
14010,"Bloomington, IL (Metropolitan Statistical Area)",,Real personal income,
14010,"Bloomington, IL (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",9424.7
14010,"Bloomington, IL (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",55296
14010,"Bloomington, IL (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
14010,"Bloomington, IL (Metropolitan Statistical Area)",3,RPPs: All items,92.002
14010,"Bloomington, IL (Metropolitan Statistical Area)",4,"  RPPs: Goods",92.491
14010,"Bloomington, IL (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",73.529
14010,"Bloomington, IL (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",86.361
14010,"Bloomington, IL (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.195
14010,"Bloomington, IL (Metropolitan Statistical Area)",8,Implicit regional price deflator,110.854
14020,"Bloomington, IN (Metropolitan Statistical Area)",,Real personal income,
14020,"Bloomington, IN (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",8117.2
14020,"Bloomington, IN (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",50457
14020,"Bloomington, IN (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
14020,"Bloomington, IN (Metropolitan Statistical Area)",3,RPPs: All items,93.372
14020,"Bloomington, IN (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.057
14020,"Bloomington, IN (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",81.163
14020,"Bloomington, IN (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",87.339
14020,"Bloomington, IN (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.592
14020,"Bloomington, IN (Metropolitan Statistical Area)",8,Implicit regional price deflator,112.505
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",,Real personal income,
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",4335.1
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",52042
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",3,RPPs: All items,90.340
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",4,"  RPPs: Goods",98.458
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",60.013
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",115.919
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.633
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.852
14260,"Boise City, ID (Metropolitan Statistical Area)",,Real personal income,
14260,"Boise City, ID (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",46751.4
14260,"Boise City, ID (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",56692
14260,"Boise City, ID (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
14260,"Boise City, ID (Metropolitan Statistical Area)",3,RPPs: All items,93.427
14260,"Boise City, ID (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.861
14260,"Boise City, ID (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",98.041
14260,"Boise City, ID (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",68.076
14260,"Boise City, ID (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",92.884
14260,"Boise City, ID (Metropolitan Statistical Area)",8,Implicit regional price deflator,112.571
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",,Real personal income,
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",369881.5
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",75192
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",3,RPPs: All items,111.574
