MARPP Real personal income and regional price parities by MSA 1
MARPP Real personal income and regional price parities by MSA 1
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2023
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",48194
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",3,RPPs: All items,92.846
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.313
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",76.538
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",95.543
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.880
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",8,Implicit regional price deflator,111.871
29700,"Laredo, TX (Metropolitan Statistical Area)",,Real personal income,
29700,"Laredo, TX (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",10901.9
29700,"Laredo, TX (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",40505
29700,"Laredo, TX (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
29700,"Laredo, TX (Metropolitan Statistical Area)",3,RPPs: All items,87.786
29700,"Laredo, TX (Metropolitan Statistical Area)",4,"  RPPs: Goods",91.935
29700,"Laredo, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",64.297
29700,"Laredo, TX (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.599
29700,"Laredo, TX (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.265
29700,"Laredo, TX (Metropolitan Statistical Area)",8,Implicit regional price deflator,105.775
29740,"Las Cruces, NM (Metropolitan Statistical Area)",,Real personal income,
29740,"Las Cruces, NM (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",10001.4
29740,"Las Cruces, NM (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",44409
29740,"Las Cruces, NM (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
29740,"Las Cruces, NM (Metropolitan Statistical Area)",3,RPPs: All items,89.348
29740,"Las Cruces, NM (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.413
29740,"Las Cruces, NM (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",71.334
29740,"Las Cruces, NM (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",77.248
29740,"Las Cruces, NM (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.686
29740,"Las Cruces, NM (Metropolitan Statistical Area)",8,Implicit regional price deflator,107.656
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",,Real personal income,
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",127215.1
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",54445
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",3,RPPs: All items,97.401
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.587
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",116.144
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",91.063
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",94.105
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",8,Implicit regional price deflator,117.360
29940,"Lawrence, KS (Metropolitan Statistical Area)",,Real personal income,
29940,"Lawrence, KS (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",6263.5
29940,"Lawrence, KS (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",51956
29940,"Lawrence, KS (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
29940,"Lawrence, KS (Metropolitan Statistical Area)",3,RPPs: All items,90.989
29940,"Lawrence, KS (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.797
29940,"Lawrence, KS (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",74.166
29940,"Lawrence, KS (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",94.609
29940,"Lawrence, KS (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",94.098
29940,"Lawrence, KS (Metropolitan Statistical Area)",8,Implicit regional price deflator,109.634
30020,"Lawton, OK (Metropolitan Statistical Area)",,Real personal income,
30020,"Lawton, OK (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",6208.6
30020,"Lawton, OK (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",48886
30020,"Lawton, OK (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
30020,"Lawton, OK (Metropolitan Statistical Area)",3,RPPs: All items,87.627
30020,"Lawton, OK (Metropolitan Statistical Area)",4,"  RPPs: Goods",92.190
30020,"Lawton, OK (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",62.716
30020,"Lawton, OK (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",79.979
30020,"Lawton, OK (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.414
30020,"Lawton, OK (Metropolitan Statistical Area)",8,Implicit regional price deflator,105.582
30140,"Lebanon, PA (Metropolitan Statistical Area)",,Real personal income,
30140,"Lebanon, PA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",7405.7
30140,"Lebanon, PA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",51339
30140,"Lebanon, PA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
30140,"Lebanon, PA (Metropolitan Statistical Area)",3,RPPs: All items,95.330
30140,"Lebanon, PA (Metropolitan Statistical Area)",4,"  RPPs: Goods",98.458
30140,"Lebanon, PA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",77.858
30140,"Lebanon, PA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",118.499
30140,"Lebanon, PA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.633
30140,"Lebanon, PA (Metropolitan Statistical Area)",8,Implicit regional price deflator,114.865
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",,Real personal income,
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",3549.8
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",54165
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",3,RPPs: All items,87.203
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.129
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",69.303
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",68.994
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",92.955
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",8,Implicit regional price deflator,105.071
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",,Real personal income,
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5077.9
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",44635
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",3,RPPs: All items,100.109
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",4,"  RPPs: Goods",96.562
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",95.134
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",145.741
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",103.025
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",8,Implicit regional price deflator,120.622
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",,Real personal income,
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",29272.2
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",56288
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",3,RPPs: All items,93.110
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.178
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",74.423
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",81.441
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.318
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",8,Implicit regional price deflator,112.190
30620,"Lima, OH (Metropolitan Statistical Area)",,Real personal income,
30620,"Lima, OH (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5171.2
30620,"Lima, OH (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",51282
30620,"Lima, OH (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
30620,"Lima, OH (Metropolitan Statistical Area)",3,RPPs: All items,87.585
30620,"Lima, OH (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.316
30620,"Lima, OH (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",52.863
30620,"Lima, OH (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",89.482
30620,"Lima, OH (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.784
30620,"Lima, OH (Metropolitan Statistical Area)",8,Implicit regional price deflator,105.532
30700,"Lincoln, NE (Metropolitan Statistical Area)",,Real personal income,
30700,"Lincoln, NE (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",20673.4
30700,"Lincoln, NE (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",60030
30700,"Lincoln, NE (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
30700,"Lincoln, NE (Metropolitan Statistical Area)",3,RPPs: All items,91.950
30700,"Lincoln, NE (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.260
30700,"Lincoln, NE (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",83.584
30700,"Lincoln, NE (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",80.988
30700,"Lincoln, NE (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",92.680
30700,"Lincoln, NE (Metropolitan Statistical Area)",8,Implicit regional price deflator,110.792
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",,Real personal income,
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",42408.5
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",55505
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",3,RPPs: All items,89.092
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",4,"  RPPs: Goods",92.115
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",67.292
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",81.530
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.225
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",8,Implicit regional price deflator,107.348
30860,"Logan, UT-ID (Metropolitan Statistical Area)",,Real personal income,
30860,"Logan, UT-ID (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",7085.6
30860,"Logan, UT-ID (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",44878
30860,"Logan, UT-ID (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
30860,"Logan, UT-ID (Metropolitan Statistical Area)",3,RPPs: All items,92.912
30860,"Logan, UT-ID (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.074
30860,"Logan, UT-ID (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",92.201
30860,"Logan, UT-ID (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",72.922
30860,"Logan, UT-ID (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",94.255
30860,"Logan, UT-ID (Metropolitan Statistical Area)",8,Implicit regional price deflator,111.950
30980,"Longview, TX (Metropolitan Statistical Area)",,Real personal income,
30980,"Longview, TX (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",14737.5
30980,"Longview, TX (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",50213
30980,"Longview, TX (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
30980,"Longview, TX (Metropolitan Statistical Area)",3,RPPs: All items,88.417
30980,"Longview, TX (Metropolitan Statistical Area)",4,"  RPPs: Goods",91.935
30980,"Longview, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",66.006
30980,"Longview, TX (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",89.421
30980,"Longview, TX (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.265
30980,"Longview, TX (Metropolitan Statistical Area)",8,Implicit regional price deflator,106.534
31020,"Longview, WA (Metropolitan Statistical Area)",,Real personal income,
31020,"Longview, WA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5471.2
31020,"Longview, WA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",48476
31020,"Longview, WA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
31020,"Longview, WA (Metropolitan Statistical Area)",3,RPPs: All items,99.411
31020,"Longview, WA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.775
31020,"Longview, WA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",86.477
31020,"Longview, WA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",82.852
31020,"Longview, WA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",102.889
31020,"Longview, WA (Metropolitan Statistical Area)",8,Implicit regional price deflator,119.781
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",,Real personal income,
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",745811.8
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",58271
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",3,RPPs: All items,115.455
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",107.853
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",173.039
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",135.257
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",107.092
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,139.114
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",,Real personal income,
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",74269.0
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",57676
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",3,RPPs: All items,94.018
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.014
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",81.113
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",82.203
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.352
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",8,Implicit regional price deflator,113.284
31180,"Lubbock, TX (Metropolitan Statistical Area)",,Real personal income,
31180,"Lubbock, TX (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",16547.8
31180,"Lubbock, TX (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",49900
31180,"Lubbock, TX (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
31180,"Lubbock, TX (Metropolitan Statistical Area)",3,RPPs: All items,90.869
31180,"Lubbock, TX (Metropolitan Statistical Area)",4,"  RPPs: Goods",91.935
31180,"Lubbock, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",77.213
31180,"Lubbock, TX (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.240
31180,"Lubbock, TX (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.265
31180,"Lubbock, TX (Metropolitan Statistical Area)",8,Implicit regional price deflator,109.489
31340,"Lynchburg, VA (Metropolitan Statistical Area)",,Real personal income,
31340,"Lynchburg, VA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",12488.9
31340,"Lynchburg, VA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",47201
31340,"Lynchburg, VA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
31340,"Lynchburg, VA (Metropolitan Statistical Area)",3,RPPs: All items,90.284
31340,"Lynchburg, VA (Metropolitan Statistical Area)",4,"  RPPs: Goods",96.729
31340,"Lynchburg, VA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",64.449
31340,"Lynchburg, VA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.426
31340,"Lynchburg, VA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.379
31340,"Lynchburg, VA (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.784
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",,Real personal income,
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",10581.4
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",44822
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",3,RPPs: All items,90.039
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.911
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",63.994
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",89.389
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.049
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.489
31460,"Madera, CA (Metropolitan Statistical Area)",,Real personal income,
31460,"Madera, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",6144.9
31460,"Madera, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",37732
31460,"Madera, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
31460,"Madera, CA (Metropolitan Statistical Area)",3,RPPs: All items,102.948
31460,"Madera, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.560
31460,"Madera, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",91.359
31460,"Madera, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",144.431
31460,"Madera, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.294
31460,"Madera, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,124.044
31540,"Madison, WI (Metropolitan Statistical Area)",,Real personal income,
31540,"Madison, WI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",45732.1
31540,"Madison, WI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",65864
31540,"Madison, WI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
31540,"Madison, WI (Metropolitan Statistical Area)",3,RPPs: All items,95.786
31540,"Madison, WI (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.114
31540,"Madison, WI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",95.963
31540,"Madison, WI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",89.877
31540,"Madison, WI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.969
31540,"Madison, WI (Metropolitan Statistical Area)",8,Implicit regional price deflator,115.414
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",,Real personal income,
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",25769.1
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",60299
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",3,RPPs: All items,105.074
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",4,"  RPPs: Goods",97.380
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",127.758
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",151.118
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",103.762
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",8,Implicit regional price deflator,126.605
31740,"Manhattan, KS (Metropolitan Statistical Area)",,Real personal income,
31740,"Manhattan, KS (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",6877.6
31740,"Manhattan, KS (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",51777
31740,"Manhattan, KS (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
31740,"Manhattan, KS (Metropolitan Statistical Area)",3,RPPs: All items,90.258
31740,"Manhattan, KS (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.797
31740,"Manhattan, KS (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",71.865
31740,"Manhattan, KS (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",92.584
31740,"Manhattan, KS (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",94.098
31740,"Manhattan, KS (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.753
31860,"Mankato, MN (Metropolitan Statistical Area)",,Real personal income,
31860,"Mankato, MN (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5621.5
31860,"Mankato, MN (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",53924
31860,"Mankato, MN (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
31860,"Mankato, MN (Metropolitan Statistical Area)",3,RPPs: All items,87.637
31860,"Mankato, MN (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.930
31860,"Mankato, MN (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",63.965
31860,"Mankato, MN (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",91.056
31860,"Mankato, MN (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",91.625
31860,"Mankato, MN (Metropolitan Statistical Area)",8,Implicit regional price deflator,105.594
31900,"Mansfield, OH (Metropolitan Statistical Area)",,Real personal income,
31900,"Mansfield, OH (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5777.7
31900,"Mansfield, OH (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",46198
31900,"Mansfield, OH (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
31900,"Mansfield, OH (Metropolitan Statistical Area)",3,RPPs: All items,86.616
31900,"Mansfield, OH (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.316
31900,"Mansfield, OH (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",49.529
31900,"Mansfield, OH (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.419
31900,"Mansfield, OH (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.784
31900,"Mansfield, OH (Metropolitan Statistical Area)",8,Implicit regional price deflator,104.364
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",,Real personal income,
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",30019.9
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",33412
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",3,RPPs: All items,85.555
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",4,"  RPPs: Goods",91.935
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",57.030
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.112
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.265
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",8,Implicit regional price deflator,103.086
32780,"Medford, OR (Metropolitan Statistical Area)",,Real personal income,
32780,"Medford, OR (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",11110.1
32780,"Medford, OR (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",50325
32780,"Medford, OR (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
32780,"Medford, OR (Metropolitan Statistical Area)",3,RPPs: All items,103.349
32780,"Medford, OR (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.556
32780,"Medford, OR (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",100.913
32780,"Medford, OR (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.824
32780,"Medford, OR (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.199
